assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0773,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0774,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0775,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0776,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0777,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0778,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0779,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0780,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0781,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0782,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0783,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0784,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0785,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0786,hooks,Lifecycle hooks,Vendor convention,automation,hooks,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0787,subagents,Subagents,Vendor convention,agents,composition,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0788,custom-agents,Custom agent definitions,Vendor convention,agents,composition,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0789,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0790,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0791,acp.client,ACP client/editor role,ACP,interoperability,client,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0792,acp.agent,ACP agent/server role,ACP,interoperability,agent,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0793,ahp.client,AHP client role,AHP,interoperability,client,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0794,ahp.host,AHP host role,AHP,interoperability,host,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0795,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0796,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0797,webmcp,WebMCP site tools,WebMCP,web,browser,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0798,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0799,mcp.tools,MCP tools,MCP,protocol,server-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-150,2026-08-28T19:30Z,high,no
A-0800,mcp.resources,MCP resources,MCP,protocol,server-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0801,mcp.prompts,MCP prompts,MCP,protocol,server-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0802,mcp.sampling,MCP sampling,MCP,protocol,client-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0803,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0804,mcp.roots,MCP roots,MCP,protocol,client-feature,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0805,mcp.tasks,MCP tasks,MCP,protocol,utility,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0806,mcp.stdio,MCP stdio transport,MCP,transport,transport,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0807,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0808,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0809,mcp.oauth,MCP OAuth authorization,MCP,security,auth,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0810,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0811,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0812,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0813,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0814,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0815,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0816,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0817,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0818,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
A-0819,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0820,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0821,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0822,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0823,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0824,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0825,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0826,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0827,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0828,hooks,Lifecycle hooks,Vendor convention,automation,hooks,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0829,subagents,Subagents,Vendor convention,agents,composition,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0830,custom-agents,Custom agent definitions,Vendor convention,agents,composition,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-149,2026-08-28T19:30Z,low,no
A-0831,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,opencode,OpenCode CLI,OpenCode,OpenCode,cli,local,y,ga,Documented support.,documented,S-149,2026-08-28T19:30Z,high,no
